YEAR,QUARTER,ORIGIN,DEST,OPERATING_CARRIER,PASSENGERS,MARKET_FARE
2025,1,FLL,LGA,NK,2.0,35.5
2025,1,FLL,LGA,NK,2.0,35.5
2025,1,FLL,LGA,NK,2.0,43.0
2025,1,FLL,LGA,NK,2.0,44.73
2025,1,FLL,LGA,NK,2.0,45.5
2025,1,FLL,LGA,NK,2.0,46.0
2025,1,FLL,LGA,NK,2.0,47.24
2025,1,FLL,LGA,NK,2.0,47.5
2025,1,FLL,LGA,NK,2.0,48.5
2025,1,FLL,LGA,NK,2.0,53.0
2025,1,FLL,LGA,NK,2.0,53.77
2025,1,FLL,LGA,NK,2.0,54.28
2025,1,FLL,LGA,NK,2.0,55.5
2025,1,FLL,LGA,NK,2.0,56.0
2025,1,FLL,LGA,NK,2.0,57.0
2025,1,FLL,LGA,NK,2.0,58.0
2025,1,FLL,LGA,NK,2.0,59.5
2025,1,FLL,LGA,NK,2.0,60.5
2025,1,FLL,LGA,NK,2.0,62.0
2025,1,FLL,LGA,NK,2.0,62.0
2025,1,FLL,LGA,NK,2.0,64.33
2025,1,FLL,LGA,NK,2.0,66.5
2025,1,FLL,LGA,NK,2.0,66.5
2025,1,FLL,LGA,NK,2.0,68.0
2025,1,FLL,LGA,NK,2.0,69.5
2025,1,FLL,LGA,NK,2.0,72.0
2025,1,FLL,LGA,NK,2.0,73.0
2025,1,FLL,LGA,NK,2.0,73.5
2025,1,FLL,LGA,NK,2.0,74.5
2025,1,FLL,LGA,NK,2.0,76.5
2025,1,FLL,LGA,NK,2.0,76.5
2025,1,FLL,LGA,NK,2.0,76.89
2025,1,FLL,LGA,NK,2.0,77.0
2025,1,FLL,LGA,NK,2.0,77.5
2025,1,FLL,LGA,NK,2.0,78.5
2025,1,FLL,LGA,NK,2.0,83.5
2025,1,FLL,LGA,NK,2.0,84.5
2025,1,FLL,LGA,NK,2.0,84.5
2025,1,FLL,LGA,NK,2.0,88.0
2025,1,FLL,LGA,NK,2.0,88.5
2025,1,FLL,LGA,NK,2.0,90.0
2025,1,FLL,LGA,NK,2.0,91.61
2025,1,FLL,LGA,NK,2.0,92.0
2025,1,FLL,LGA,NK,2.0,93.0
2025,1,FLL,LGA,NK,2.0,93.0
2025,1,FLL,LGA,NK,2.0,93.5
2025,1,FLL,LGA,NK,2.0,95.0
2025,1,FLL,LGA,NK,2.0,95.0
2025,1,FLL,LGA,NK,2.0,95.5
2025,1,FLL,LGA,NK,2.0,96.0
2025,1,FLL,LGA,NK,2.0,96.0
2025,1,FLL,LGA,NK,2.0,98.0
2025,1,FLL,LGA,NK,2.0,98.5
2025,1,FLL,LGA,NK,2.0,100.0
2025,1,FLL,LGA,NK,2.0,100.5
2025,1,FLL,LGA,NK,2.0,101.0
2025,1,FLL,LGA,NK,2.0,101.0
2025,1,FLL,LGA,NK,2.0,102.02
2025,1,FLL,LGA,NK,2.0,103.0
2025,1,FLL,LGA,NK,2.0,103.0
2025,1,FLL,LGA,NK,2.0,103.53
2025,1,FLL,LGA,NK,2.0,104.0
2025,1,FLL,LGA,NK,2.0,105.5
